number,sys_updated_at,reassigned,problem_id,contact_type,u_symptom,assignment_group,location,resolved_by,subcategory,u_priority_confirmation,closed_code,opened_by,active,incident_state,urgency,category,rfc,priority,assigned_to,vendor,caused_by,knowledge,reassignment_count,cmdb_ci,impact,D_sys_mod_count,D_reopen_count
INC0010347,2016-03-28 09:59:00,0,1,254,310,785,864,1164,1403,1557,1561,1649,1783,1786,1793,1818,1,2035,2105,1,1,2281,2282,1,2360,2366,2370
INC0010348,2016-03-28 10:44:00,1,1,254,1,797,864,1099,1302,1557,1562,1684,1782,1785,1793,1827,1,2035,2050,1,1,2281,2283,1,2360,2366,2370
INC0010349,2016-03-29 12:59:00,1,1,254,310,1,865,1117,1403,1557,1561,1649,1783,1786,1793,1833,1,2035,2068,1,1,2281,2283,1,2360,2365,2370
INC0010350,2016-11-04 15:59:00,1,1,254,310,788,864,1090,1385,1557,1562,1600,1783,1786,1793,1809,1,2035,2070,1,1,2281,2284,1,2360,2367,2370
INC0010351,2016-03-28 10:59:00,0,1,254,310,786,867,1157,1403,1557,1567,1646,1783,1786,1793,1800,1,2035,2109,1,1,2281,2282,1,2360,2365,2370
INC0010352,2016-03-29 17:59:00,1,1,254,310,823,864,1149,1403,1557,1565,1600,1783,1786,1793,1818,1,2035,2100,1,1,2281,2283,1,2360,2365,2370
INC0010353,2016-12-04 14:59:00,1,1,254,277,1,865,1164,1320,1557,1562,1578,1783,1786,1794,1808,1,2037,2105,1,1,2281,2283,1,2362,2367,2370
INC0010354,2016-03-28 09:59:00,0,1,254,453,785,867,1164,1322,1556,1562,1649,1783,1786,1793,1803,1,2035,2105,1,1,2281,2282,1,2360,2364,2370
INC0010355,2016-03-28 08:16:00,0,1,254,1,789,862,1091,1403,1557,1562,1649,1782,1787,1793,1799,1,2035,2043,1,1,2281,2282,1,2360,2367,2369
INC0010356,2016-03-28 14:59:00,1,1,254,649,788,865,1106,1493,1557,1562,1575,1783,1786,1793,1806,1,2035,2055,1,1,2281,2283,1,2360,2366,2370
INC0010357,2016-03-28 17:59:00,1,1,254,452,1,865,1145,1304,1557,1563,1600,1783,1786,1793,1798,1,2035,2096,1,1,2281,2283,1,2360,2365,2370
INC0010359,2016-03-28 10:59:00,0,1,254,623,797,862,1099,1302,1557,1,1600,1783,1786,1793,1827,1,2035,2050,1,1,2281,2282,1,2360,2365,2370
INC0010360,2016-03-28 11:59:00,1,1,254,310,808,865,1211,1456,1557,1562,1575,1783,1786,1793,1804,1,2035,2154,1,1,2281,2283,1,2360,2365,2370
INC0010362,2016-09-04 02:59:00,1,1,254,1,785,864,1108,1403,1557,1561,1600,1783,1786,1793,1818,1,2035,2189,1,1,2281,2284,1,2360,2367,2370
INC0010363,2016-03-28 14:59:00,0,1,254,1,810,915,1192,1403,1557,1562,1649,1783,1786,1793,1810,1,2035,2119,1,1,2281,2282,1,2360,2365,2370
INC0010365,2016-08-04 14:14:00,0,1,254,307,824,875,1149,1358,1557,1565,1649,1782,1785,1793,1818,1,2035,2100,1,1,2281,2282,1,2360,2367,2370
INC0010366,2016-03-29 10:59:00,1,1,254,310,830,865,1159,1322,1557,1562,1692,1783,1786,1793,1803,1,2035,2114,1,1,2281,2283,1,2360,2365,2370
INC0010367,2016-04-04 10:59:00,1,1,254,357,1,866,1117,1321,1557,1561,1583,1783,1786,1793,1809,1,2035,2068,1,1,2281,2283,1,2360,2367,2370
INC0010368,2016-03-28 10:59:00,0,1,254,284,785,930,1164,1311,1556,1561,1649,1783,1786,1793,1799,1,2035,2105,1,1,2281,2282,1,2360,2364,2370
INC0010369,2016-03-28 11:59:00,0,1,254,310,785,867,1102,1321,1557,1561,1578,1783,1786,1794,1809,1,2037,2174,1,1,2281,2282,1,2362,2365,2370
INC0010372,2016-03-29 09:59:00,1,1,254,310,1,864,1117,1403,1557,1561,1649,1783,1786,1793,1800,1,2035,2068,1,1,2281,2283,1,2360,2366,2370
INC0010373,2016-03-28 08:43:00,1,1,254,310,788,865,1106,1403,1556,1562,1580,1782,1784,1793,1813,1,2035,2055,1,1,2281,2283,1,2360,2365,2370
INC0010374,2016-09-04 08:59:00,1,1,254,310,809,864,1115,1442,1557,1562,1600,1783,1786,1793,1807,1,2035,2061,1,1,2281,2283,1,2360,2367,2370
INC0010375,2016-03-28 11:59:00,0,1,254,647,796,867,1103,1332,1557,1560,1600,1783,1786,1793,1800,1,2035,2083,1,1,2281,2282,1,2360,2364,2370
INC0010376,2016-03-28 10:59:00,0,1,254,310,785,864,1164,1321,1556,1567,1649,1783,1786,1793,1809,1,2035,2105,1,1,2281,2282,1,2360,2364,2370
INC0010377,2016-03-28 14:16:00,0,1,254,612,820,864,1144,1449,1557,1567,1600,1782,1785,1793,1800,1,2035,2093,1,1,2281,2282,1,2360,2365,2370
INC0010378,2016-03-28 10:59:00,0,1,254,1,1,864,1190,1322,1557,1562,1583,1783,1786,1793,1818,1,2035,2151,1,1,2281,2282,1,2360,2364,2370
INC0010379,2016-11-04 12:59:00,0,1,254,310,1,865,1164,1403,1557,1562,1649,1783,1786,1793,1808,1,2035,2105,1,1,2281,2282,1,2360,2367,2370
INC0010380,2016-09-04 09:59:00,1,1,254,329,809,874,1115,1311,1557,1562,1600,1783,1786,1793,1807,1,2035,2061,1,1,2281,2283,1,2360,2366,2370
INC0010382,2016-03-28 15:59:00,0,1,254,332,796,877,1103,1332,1557,1562,1580,1783,1786,1793,1800,1,2035,2083,1,1,2281,2282,1,2360,2366,2369
INC0010394,2016-03-29 10:01:00,1,1,254,1,788,865,1106,1403,1556,1562,1600,1782,1787,1793,1809,1,2035,2055,1,1,2281,2283,1,2360,2367,2370
INC0010409,2016-03-28 10:59:00,0,1,254,310,815,866,1131,1423,1557,1562,1649,1783,1786,1793,1812,1,2035,2137,1,1,2281,2282,1,2360,2365,2370
INC0010410,2016-03-28 10:59:00,1,1,254,1,1,882,1190,1315,1557,1562,1583,1783,1786,1793,1804,1,2035,2151,1,1,2281,2283,1,2360,2364,2370
INC0010411,2016-12-04 14:59:00,1,1,254,1,1,864,1100,1403,1557,1561,1600,1783,1786,1793,1809,1,2035,2047,1,1,2281,2283,1,2360,2367,2369
INC0010412,2016-04-04 15:59:00,1,1,254,1,1,864,1142,1403,1557,1559,1575,1783,1786,1793,1812,1,2035,2095,1,1,2281,2286,1,2360,2367,2370
INC0010414,2016-04-28 09:38:00,1,1,254,310,801,937,1223,1403,1556,1560,1649,1782,1788,1793,1798,1,2035,2185,1,1,2281,2284,1,2360,2367,2370
INC0010415,2016-03-28 10:38:00,0,1,254,310,816,900,1186,1403,1557,1561,1577,1782,1785,1793,1803,1,2035,2143,1,1,2281,2282,1,2360,2365,2370
INC0010416,2016-03-29 11:59:00,1,1,254,1,1,882,1190,1315,1557,1562,1583,1783,1786,1793,1804,1,2035,2151,1,1,2281,2283,1,2360,2366,2370
INC0010417,2016-03-28 10:59:00,0,1,254,310,815,885,1131,1403,1557,1562,1660,1783,1786,1793,1812,1,2035,2137,1,1,2281,2282,1,2360,2365,2370
INC0010418,2016-06-30 14:49:00,1,1,254,310,787,864,1134,1403,1556,1562,1575,1782,1790,1793,1816,1,2035,2079,2273,1,2281,2283,1,2360,2367,2370
INC0010420,2016-03-28 10:59:00,0,1,254,310,785,864,1102,1321,1557,1561,1578,1783,1786,1793,1809,1,2035,2174,1,1,2281,2282,1,2360,2364,2370
INC0010421,2016-03-29 17:59:00,1,1,254,284,800,866,1112,1331,1557,1567,1600,1783,1786,1793,1800,1,2035,2058,1,1,2281,2283,1,2360,2366,2370
INC0010422,2016-03-29 10:59:00,1,1,254,310,816,874,1130,1403,1557,1562,1580,1783,1786,1793,1800,1,2035,2075,1,1,2281,2283,1,2360,2365,2370
INC0010423,2016-05-04 20:59:00,1,1,254,357,785,864,1124,1321,1557,1567,1600,1783,1786,1793,1809,1,2035,2069,1,1,2281,2288,1,2360,2367,2370
INC0010424,2016-03-28 11:59:00,0,1,254,310,785,867,1164,1334,1556,1561,1649,1783,1786,1793,1798,1,2035,2105,1,1,2281,2282,1,2360,2364,2370
INC0010425,2016-03-29 12:54:00,1,1,254,310,785,924,1102,1456,1557,1561,1649,1782,1785,1793,1804,1,2035,2174,1,1,2281,2284,1,2360,2367,2370
INC0010426,2016-12-04 14:59:00,1,1,254,310,1,862,1164,1403,1557,1562,1600,1783,1786,1793,1808,1,2035,2105,1,1,2281,2283,1,2360,2367,2370
INC0010427,2016-03-28 10:59:00,0,1,254,310,785,874,1088,1403,1557,1562,1575,1783,1786,1793,1804,1,2035,2041,1,1,2281,2282,1,2360,2364,2370
INC0010428,2016-03-28 11:59:00,1,1,254,1,815,865,1131,1403,1557,1562,1649,1783,1786,1793,1798,1,2035,2137,1,1,2281,2283,1,2360,2366,2370
INC0010430,2016-03-28 12:12:00,0,1,254,310,790,874,1169,1477,1557,1562,1600,1782,1785,1793,1801,1,2035,2124,1,1,2281,2282,1,2360,2365,2370
INC0010431,2016-04-04 10:59:00,1,1,254,357,1,866,1117,1321,1557,1561,1578,1783,1786,1793,1809,1,2035,2068,1,1,2281,2283,1,2360,2367,2370
INC0010432,2016-03-29 15:06:00,1,1,254,474,808,924,1211,1322,1557,1562,1649,1782,1785,1793,1803,1,2035,2154,1,1,2281,2285,1,2360,2367,2370
INC0010433,2016-04-04 15:59:00,0,1,254,521,790,927,1173,1469,1557,1562,1649,1783,1786,1793,1801,1,2035,2129,1,1,2281,2282,1,2360,2367,2370
INC0010434,2016-03-28 11:59:00,0,1,254,310,785,867,1102,1403,1556,1561,1578,1783,1786,1793,1800,1,2035,2174,1,1,2281,2282,1,2360,2364,2370
INC0010435,2016-03-28 10:59:00,0,1,254,1,785,891,1190,1315,1556,1562,1583,1783,1786,1793,1804,1,2035,2151,1,1,2281,2282,1,2360,2364,2370
INC0010436,2016-08-30 14:47:00,1,1,254,1,816,867,1186,1343,1557,1562,1600,1782,1785,1793,1803,1,2035,2143,1,1,2281,2283,1,2360,2367,2370
INC0010437,2016-11-04 17:04:00,1,1,254,632,830,866,1193,1353,1556,1562,1649,1782,1788,1793,1818,1,2035,2147,1,1,2281,2286,1,2360,2367,2370
INC0010438,2016-05-04 10:59:00,1,1,254,1,1,867,1100,1321,1557,1561,1649,1783,1786,1793,1809,1,2035,2047,1,1,2281,2283,1,2360,2366,2370
INC0010439,2016-03-28 11:59:00,0,1,254,515,810,924,1093,1336,1557,1562,1649,1783,1786,1793,1810,1,2035,2094,1,1,2281,2282,1,2360,2366,2370
INC0010444,2016-10-04 16:59:00,1,1,254,310,1,866,1100,1403,1557,1561,1600,1783,1786,1793,1803,1,2035,2047,1,1,2281,2283,1,2360,2366,2370
INC0010445,2016-03-28 11:59:00,0,1,254,310,785,862,1164,1403,1556,1561,1649,1783,1786,1793,1827,1,2035,2105,1,1,2281,2282,1,2360,2364,2370
INC0010446,2016-03-28 11:59:00,0,1,254,310,785,862,1164,1322,1556,1562,1649,1783,1786,1793,1818,1,2035,2105,1,1,2281,2282,1,2360,2364,2370
INC0010447,2016-03-28 11:59:00,1,1,254,310,788,874,1106,1321,1557,1562,1634,1783,1786,1793,1809,1,2035,2055,1,1,2281,2283,1,2360,2366,2370
INC0010448,2016-06-04 16:59:00,0,1,254,285,789,862,1091,1311,1557,1562,1583,1783,1786,1793,1806,1,2035,2043,1,1,2281,2282,1,2360,2367,2370
INC0010449,2016-04-23 16:07:00,0,1,254,310,801,866,1223,1476,1557,1558,1600,1783,1786,1793,1817,1,2035,2185,1,1,2281,2282,1,2360,2367,2370
INC0010450,2016-06-04 09:59:00,1,1,254,310,788,866,1106,1403,1557,1562,1600,1783,1786,1793,1800,1,2035,2055,1,1,2281,2284,1,2360,2367,2370
INC0010452,2016-03-28 11:59:00,0,1,254,290,785,867,1164,1320,1556,1567,1649,1783,1786,1793,1808,1,2035,2105,1,1,2281,2282,1,2360,2364,2370
INC0010453,2016-11-04 12:59:00,1,1,254,485,789,862,1091,1426,1557,1567,1649,1783,1786,1793,1799,1,2035,2043,1,1,2281,2283,1,2360,2367,2370
INC0010454,2016-04-19 15:10:00,1,1,254,310,824,867,1149,1358,1557,1565,1575,1783,1786,1793,1818,1,2035,2100,1,1,2281,2283,1,2360,2367,2370
INC0010455,2016-03-28 11:59:00,0,1,254,310,788,874,1106,1403,1557,1562,1634,1783,1786,1793,1806,1,2035,2055,1,1,2281,2282,1,2360,2365,2370
INC0010456,2016-09-04 15:59:00,1,1,254,310,800,866,1180,1403,1557,1562,1600,1783,1786,1793,1809,1,2035,2058,1,1,2281,2284,1,2360,2367,2369
INC0010457,2016-03-28 11:59:00,0,1,254,1,788,915,1090,1403,1556,1562,1615,1783,1786,1793,1833,1,2035,2070,1,1,2281,2282,1,2360,2364,2370
INC0010459,2016-04-27 15:07:00,1,1,254,568,801,865,1223,1476,1557,1565,1600,1783,1786,1793,1817,1,2035,2185,1,1,2281,2283,1,2360,2367,2370
INC0010460,2016-03-28 11:59:00,0,1,254,1,788,915,1090,1403,1556,1562,1615,1783,1786,1793,1833,1,2035,2070,1,1,2281,2282,1,2360,2364,2370
INC0010461,2016-03-28 11:59:00,0,1,254,1,785,864,1190,1322,1556,1562,1583,1783,1786,1793,1803,1,2035,2151,1,1,2281,2282,1,2360,2364,2370
INC0010462,2016-03-28 11:59:00,0,1,254,310,785,867,1164,1320,1557,1561,1649,1783,1786,1793,1808,1,2035,2105,1,1,2281,2282,1,2360,2365,2370
INC0010463,2016-03-28 14:59:00,0,1,254,1,804,874,1133,1403,1557,1561,1581,1783,1786,1793,1818,1,2035,2076,1,1,2281,2282,1,2360,2364,2370
INC0010464,2016-05-04 11:59:00,1,1,254,310,1,865,1100,1403,1557,1561,1578,1783,1786,1794,1800,1,2037,2047,1,1,2281,2283,1,2362,2366,2370
INC0010465,2016-03-28 11:59:00,0,1,254,310,785,867,1088,1403,1557,1562,1575,1783,1786,1793,1804,1,2035,2041,1,1,2281,2282,1,2360,2364,2370
INC0010466,2016-06-22 10:00:00,1,1,254,310,811,864,1201,1403,1557,1562,1649,1783,1786,1793,1803,1,2035,2067,1,1,2281,2286,1,2360,2367,2370
INC0010468,2016-03-28 11:59:00,0,1,254,310,785,867,1164,1321,1556,1561,1649,1783,1786,1793,1809,1,2035,2105,1,1,2281,2282,1,2360,2364,2370
INC0010469,2016-03-28 14:11:00,1,1,254,568,789,862,1094,1476,1557,1558,1600,1782,1785,1793,1817,1,2035,2046,1,1,2281,2283,1,2360,2366,2370
INC0010470,2016-06-04 15:01:00,0,1,254,1,797,864,1189,1451,1557,1562,1604,1782,1788,1793,1827,1,2035,2120,1,1,2281,2282,1,2360,2367,2369
INC0010471,2016-03-29 08:59:00,1,1,254,310,809,864,1115,1442,1557,1562,1600,1783,1786,1793,1807,1,2035,2061,1,1,2281,2283,1,2360,2365,2370
INC0010472,2016-09-04 08:59:00,1,1,254,310,809,945,1187,1403,1557,1563,1649,1783,1786,1793,1807,1,2035,2144,1,1,2281,2283,1,2360,2366,2370
INC0010473,2016-03-28 11:59:00,0,1,254,310,835,900,1098,1403,1557,1562,1577,1783,1786,1793,1820,1,2035,2063,1,1,2281,2282,1,2360,2365,2370
INC0010474,2016-03-28 11:59:00,0,1,254,310,835,900,1098,1403,1557,1562,1577,1783,1786,1793,1820,1,2035,2063,1,1,2281,2282,1,2360,2365,2370
INC0010475,2016-03-28 11:59:00,1,1,254,310,788,865,1106,1321,1557,1562,1634,1783,1786,1793,1809,1,2035,2055,1,1,2281,2283,1,2360,2366,2370
INC0010476,2016-10-04 10:59:00,1,1,254,310,787,864,1177,1403,1557,1562,1600,1783,1786,1793,1808,1,2035,2133,1,1,2281,2288,1,2360,2367,2370
INC0010477,2016-03-28 11:59:00,0,1,254,310,785,865,1164,1403,1556,1562,1649,1783,1786,1793,1800,1,2035,2105,1,1,2281,2282,1,2360,2364,2370
INC0010480,2016-11-04 12:59:00,1,1,254,332,785,862,1124,1462,1557,1567,1600,1783,1786,1793,1800,1,2035,2069,1,1,2281,2287,1,2360,2367,2370
INC0010481,2016-03-29 14:43:00,1,1,254,310,786,867,1157,1369,1557,1562,1600,1782,1785,1793,1816,1,2035,2109,1,1,2281,2285,1,2360,2366,2370
INC0010482,2016-04-04 13:59:00,0,1,254,317,788,865,1106,1311,1557,1562,1596,1783,1786,1793,1806,1,2035,2055,1,1,2281,2282,2342,2360,2367,2370
INC0010483,2016-03-28 11:59:00,0,1,254,453,785,869,1164,1322,1556,1562,1649,1783,1786,1793,1803,1,2035,2047,1,1,2281,2282,1,2360,2364,2370
INC0010484,2016-04-19 16:07:00,1,1,254,310,824,917,1149,1358,1557,1565,1649,1783,1786,1793,1818,1,2035,2100,1,1,2280,2285,1,2360,2367,2370
INC0010486,2016-03-28 11:59:00,0,1,254,310,835,900,1098,1403,1557,1562,1577,1783,1786,1793,1820,1,2035,2063,1,1,2281,2282,1,2360,2365,2370
INC0010487,2016-03-28 11:59:00,1,1,254,310,788,865,1106,1321,1557,1562,1634,1783,1786,1793,1809,1,2035,2055,1,1,2281,2283,1,2360,2366,2370
INC0010488,2016-03-28 11:59:00,0,1,254,310,835,900,1098,1403,1557,1562,1577,1783,1786,1793,1820,1,2035,2063,1,1,2281,2282,1,2360,2365,2370
INC0010489,2016-03-28 13:59:00,1,1,254,1,787,864,1107,1403,1557,1562,1684,1783,1786,1793,1833,1,2035,2056,1,1,2281,2283,1,2360,2365,2370
INC0010490,2016-03-28 17:59:00,1,1,254,299,787,864,1177,1438,1557,1562,1580,1783,1786,1793,1827,1,2035,2133,1,1,2281,2283,1,2360,2366,2370
INC0010492,2016-07-05 18:07:00,1,1,254,310,817,866,1138,1403,1557,1565,1649,1783,1786,1793,1818,1,2035,2082,1,1,2281,2285,1,2360,2367,2370
INC0010493,2016-03-28 12:59:00,1,1,254,310,796,867,1164,1403,1557,1562,1649,1783,1786,1793,1833,1,2035,2049,1,1,2281,2283,1,2360,2365,2370
INC0010496,2016-11-05 17:34:00,1,1,254,585,830,864,1205,1353,1556,1561,1600,1782,1788,1793,1818,1,2035,2162,1,1,2281,2285,1,2360,2367,2370
INC0010497,2016-03-28 11:59:00,0,1,254,310,835,900,1098,1403,1557,1562,1577,1783,1786,1793,1820,1,2035,2063,1,1,2281,2282,1,2360,2365,2370
INC0010498,2016-03-28 11:59:00,0,1,254,310,785,864,1164,1403,1556,1562,1649,1783,1786,1793,1798,1,2035,2105,1,1,2281,2282,1,2360,2364,2370
INC0010499,2016-03-28 14:59:00,1,1,254,643,788,865,1106,1345,1557,1562,1600,1783,1786,1793,1800,1,2035,2055,1,1,2281,2283,1,2360,2366,2370
INC0010501,2016-12-04 16:08:00,1,1,254,310,785,867,1100,1403,1557,1561,1575,1782,1785,1793,1804,1,2035,2047,1,1,2281,2289,1,2360,2367,2370
INC0010502,2016-11-04 17:57:00,1,1,254,310,810,941,1208,1403,1556,1561,1693,1782,1787,1793,1833,1,2035,2094,1,1,2281,2284,1,2360,2367,2370
INC0010505,2016-03-28 15:59:00,1,1,254,310,804,866,1105,1403,1557,1562,1649,1783,1786,1793,1801,1,2035,2084,1,1,2281,2283,1,2360,2366,2370
INC0010506,2016-11-04 04:59:00,1,1,254,310,1,864,1220,1304,1557,1562,1578,1783,1786,1794,1798,1,2037,2178,1,1,2281,2289,1,2362,2367,2370
INC0010507,2016-12-04 09:46:00,1,1,254,310,834,864,1168,1392,1557,1562,1649,1782,1785,1793,1820,1,2035,2123,1,1,2281,2287,1,2360,2367,2370
INC0010508,2016-05-23 11:07:00,0,1,254,1,790,932,1190,1469,1556,1562,1583,1783,1786,1793,1801,1,2035,2151,1,1,2281,2282,1,2360,2364,2370
INC0010509,2016-03-29 13:59:00,1,1,254,452,786,867,1157,1304,1557,1567,1649,1783,1786,1793,1798,1,2035,2109,1,1,2281,2283,1,2360,2366,2370
INC0010512,2016-05-23 11:07:00,0,1,254,1,810,878,1164,1329,1556,1567,1649,1783,1786,1793,1810,1,2035,2105,1,1,2281,2282,1,2360,2364,2370
INC0010513,2016-04-28 11:34:00,1,1,254,310,817,864,1138,1350,1557,1562,1649,1782,1785,1793,1818,1,2035,2082,1,1,2281,2283,1,2360,2367,2370
INC0010514,2016-09-04 08:59:00,1,1,254,310,1,862,1100,1321,1557,1562,1649,1783,1786,1793,1809,1,2035,2047,1,1,2281,2283,1,2360,2367,2370
INC0010523,2016-03-28 12:59:00,0,1,254,310,785,865,1164,1403,1556,1561,1649,1783,1786,1793,1803,1,2035,2105,1,1,2281,2282,1,2360,2364,2370
INC0010524,2016-03-29 14:59:00,1,1,254,1,817,867,1138,1456,1557,1565,1590,1783,1786,1793,1804,1,2035,2082,1,1,2281,2285,1,2360,2366,2370
INC0010525,2016-06-04 09:59:00,1,1,254,310,788,864,1106,1403,1557,1562,1649,1783,1786,1793,1804,1,2035,2055,1,1,2281,2285,1,2360,2367,2370
INC0010526,2016-03-29 12:59:00,1,1,254,290,811,864,1123,1320,1557,1562,1674,1783,1786,1793,1808,1,2035,2067,1,1,2281,2283,1,2360,2365,2370
INC0010535,2016-12-04 13:36:00,1,1,254,307,824,867,1149,1358,1556,1562,1586,1782,1787,1793,1818,1925,2035,2100,1,1,2281,2283,1,2360,2367,2370
INC0010536,2016-03-28 13:59:00,0,1,254,310,785,866,1102,1403,1556,1561,1578,1783,1786,1794,1833,1,2037,2174,1,1,2281,2282,1,2362,2364,2370
INC0010537,2016-05-04 13:59:00,1,1,254,299,1,866,1142,1413,1557,1559,1649,1783,1786,1793,1798,1,2035,2095,1,1,2281,2283,1,2360,2366,2370
INC0010539,2016-03-28 16:59:00,0,1,254,310,785,862,1236,1321,1557,1567,1649,1783,1786,1793,1809,1,2035,2202,1,1,2281,2282,1,2360,2364,2370
INC0010543,2016-05-04 10:59:00,1,1,254,403,823,924,1110,1461,1557,1565,1649,1783,1786,1793,1818,1,2035,2135,1,1,2281,2285,1,2360,2367,2370
INC0010545,2016-03-28 14:59:00,1,1,254,420,787,864,1134,1385,1557,1562,1649,1783,1786,1793,1809,1,2035,2079,1,1,2281,2283,1,2360,2366,2370
INC0010547,2016-04-04 13:59:00,1,1,254,1,804,866,1105,1322,1557,1565,1586,1783,1786,1793,1818,1,2035,2084,1,1,2281,2283,1,2360,2366,2370
INC0010548,2016-04-04 09:59:00,1,1,254,1,1,903,1100,1354,1557,1562,1649,1783,1786,1793,1797,1,2035,2047,1,1,2281,2285,1,2360,2367,2370
INC0010549,2016-12-04 11:59:00,1,1,254,599,1,882,1100,1311,1557,1562,1600,1783,1786,1793,1809,1,2035,2047,1,1,2281,2283,1,2360,2367,2370
INC0010550,2016-03-28 17:25:00,0,1,254,1,807,866,1174,1326,1557,1563,1600,1782,1785,1793,1815,1,2035,2130,1,1,2281,2282,1,2360,2364,2370
INC0010551,2016-03-28 13:59:00,0,1,254,310,785,937,1164,1403,1556,1561,1649,1783,1786,1793,1803,1,2035,2105,1,1,2281,2282,1,2360,2364,2370
INC0010553,2016-12-04 10:59:00,1,1,254,299,785,862,1120,1334,1557,1567,1649,1783,1786,1793,1798,1,2035,2064,1,1,2281,2284,1,2360,2367,2370
INC0010557,2016-07-05 11:07:00,1,1,254,310,801,971,1222,1442,1557,1565,1600,1783,1786,1793,1807,1,2035,2181,1,1,2281,2285,1,2360,2367,2370
INC0010559,2016-03-28 13:59:00,0,1,254,1,785,865,1137,1403,1556,1562,1586,1783,1786,1793,1804,1,2035,2086,1,1,2281,2282,1,2360,2364,2370
INC0010560,2016-03-28 14:59:00,0,1,254,1,785,867,1164,1334,1556,1559,1649,1783,1786,1793,1798,1,2035,2105,1,1,2281,2282,1,2360,2364,2370
INC0010561,2016-03-28 08:25:00,1,1,254,310,823,864,1110,1353,1557,1565,1649,1782,1785,1793,1818,1,2035,2135,1,1,2281,2283,1,2360,2366,2370
INC0010562,2016-04-04 10:59:00,1,1,254,310,807,865,1110,1389,1557,1565,1600,1783,1786,1793,1818,1,2035,2135,1,1,2281,2283,1,2360,2366,2370
INC0010563,2016-03-28 14:59:00,0,1,254,310,785,862,1164,1403,1556,1561,1649,1783,1786,1793,1818,1,2035,2105,1,1,2281,2282,1,2360,2364,2370
INC0010564,2016-04-04 17:59:00,1,1,254,310,1,864,1145,1403,1557,1567,1600,1783,1786,1793,1800,1,2035,2096,1,1,2281,2285,1,2360,2366,2370
INC0010565,2016-10-04 08:59:00,1,1,254,310,785,867,1120,1322,1557,1563,1649,1783,1786,1793,1818,1,2035,2064,1,1,2281,2285,1,2360,2367,2370
INC0010566,2016-03-28 14:59:00,1,1,254,310,1,874,1117,1321,1557,1561,1649,1783,1786,1793,1809,1,2035,2068,1,1,2281,2283,1,2360,2364,2370
INC0010568,2016-04-28 09:38:00,1,1,254,310,830,866,1193,1353,1557,1562,1586,1782,1785,1793,1818,1,2035,2147,1,1,2281,2283,1,2360,2367,2370
INC0010569,2016-04-04 12:59:00,1,1,254,310,1,866,1164,1385,1557,1562,1649,1783,1786,1793,1809,1,2035,2105,1,1,2281,2283,1,2360,2366,2370
INC0010570,2016-04-04 14:59:00,1,1,254,310,785,874,1120,1403,1557,1567,1600,1783,1786,1793,1809,1,2035,2064,1,1,2281,2284,1,2360,2366,2370
INC0010575,2016-03-29 10:59:00,0,1,254,310,808,864,1211,1403,1557,1562,1600,1783,1786,1793,1804,1,2035,2154,1,1,2281,2282,1,2360,2364,2370
INC0010576,2016-03-28 16:19:00,1,1,254,469,823,864,1174,1454,1557,1562,1649,1782,1785,1793,1818,1,2035,2130,1,1,2281,2283,1,2360,2365,2370
INC0010577,2016-05-23 11:07:00,0,1,254,503,810,866,1236,1329,1556,1567,1674,1783,1786,1793,1810,1,2035,2202,1,1,2281,2282,1,2360,2364,2370
INC0010578,2016-03-29 08:59:00,1,1,254,310,800,866,1184,1403,1557,1563,1600,1783,1786,1793,1800,1,2035,2140,1,1,2281,2283,1,2360,2366,2370
INC0010581,2016-03-28 14:59:00,0,1,254,453,785,864,1164,1322,1556,1562,1649,1783,1786,1793,1803,1,2035,2068,1,1,2281,2282,1,2360,2364,2370
INC0010582,2016-03-28 15:59:00,0,1,254,310,816,920,1130,1343,1557,1562,1600,1783,1786,1793,1803,1,2035,2075,1,1,2281,2282,1,2360,2364,2370
INC0010583,2016-03-28 14:59:00,0,1,254,310,785,962,1139,1321,1557,1561,1590,1783,1786,1793,1809,1,2035,2044,1,1,2281,2282,1,2360,2364,2370
INC0010584,2016-11-04 11:59:00,0,1,254,310,798,874,1165,1403,1557,1562,1600,1783,1786,1793,1818,1,2035,2052,1,1,2281,2282,1,2360,2366,2370
INC0010586,2016-03-28 16:59:00,1,1,254,643,788,865,1090,1345,1557,1562,1600,1783,1786,1793,1800,1,2035,2070,1,1,2281,2283,1,2360,2367,2370
INC0010587,2016-03-28 14:59:00,1,1,254,310,802,874,1104,1321,1557,1562,1649,1783,1786,1793,1809,1,2035,2054,1,1,2281,2283,1,2360,2364,2370
INC0010589,2016-09-04 08:59:00,1,1,254,1,809,932,1115,1403,1557,1562,1586,1783,1786,1793,1807,1,2035,2061,1,1,2281,2283,1,2360,2366,2370
INC0010590,2016-03-30 09:59:00,1,1,254,1,1,874,1117,1322,1557,1561,1582,1783,1786,1793,1803,1,2035,2068,1,1,2281,2283,1,2360,2365,2370
INC0010591,2016-04-04 15:59:00,1,1,254,310,785,864,1120,1321,1557,1567,1649,1783,1786,1793,1809,1,2035,2064,1,1,2281,2284,1,2360,2367,2370
INC0010592,2016-03-29 10:59:00,0,1,254,310,800,866,1112,1403,1557,1567,1600,1783,1786,1793,1800,1,2035,2058,1,1,2281,2282,1,2360,2365,2370
INC0010594,2016-03-29 14:05:00,1,1,254,284,1,951,1142,1311,1556,1567,1674,1782,1787,1793,1809,1,2035,2095,1,1,2281,2283,1,2360,2365,2370
