DEM,GOP,MedianIncome,MigraRate,BirthRate,DeathRate,BachelorRate
3194.0,5488.0,47194.0,15.6,9.9,10.4,25.8
165063.0,146463.0,67197.0,9.8,13.2,4.7,36.1
2483.0,13184.0,46828.0,7.0,11.3,11.0,18.7
16153.0,51681.0,55308.0,14.7,13.7,7.5,24.0
2695.0,841.0,30616.0,11.5,7.6,13.0,8.8
1474.0,9579.0,43196.0,5.9,11.8,13.6,14.0
4082.0,11931.0,70724.0,13.6,8.7,8.1,29.9
2583.0,7285.0,41247.0,4.9,11.1,13.4,15.1
743.0,3370.0,41994.0,3.8,11.2,13.0,9.8
49902.0,45641.0,67150.0,16.9,10.8,6.6,28.3
22460.0,35351.0,61795.0,9.3,13.6,7.7,27.3
890.0,2711.0,35866.0,19.2,10.5,11.9,14.3
4469.0,21754.0,55426.0,22.4,12.6,9.2,21.0
1544.0,4353.0,48473.0,3.9,11.7,9.6,10.8
901.0,4102.0,35538.0,-5.7,14.3,12.8,10.0
3809.0,3057.0,33680.0,-10.0,13.3,13.8,11.0
1108.0,1892.0,30611.0,-11.9,10.7,11.8,9.3
1136.0,2519.0,32201.0,-3.7,10.0,10.8,10.4
3960.0,8304.0,54155.0,3.0,10.7,9.0,20.1
2267.0,5183.0,44575.0,13.4,11.7,10.9,17.1
805.0,1984.0,35690.0,8.5,14.2,7.2,16.4
6737.0,12401.0,39037.0,-6.6,13.6,11.5,15.6
3166.0,10641.0,62972.0,-3.8,11.5,7.0,25.6
9531.0,6125.0,44154.0,-18.8,23.2,5.8,18.3
1271.0,2759.0,41494.0,16.6,11.0,10.3,13.5
1356.0,2623.0,44542.0,28.6,16.1,5.8,15.5
14614.0,21308.0,41331.0,2.1,13.8,7.2,25.6
2216.0,9613.0,47287.0,5.5,9.1,8.9,26.2
3699.0,5432.0,39642.0,-3.5,13.5,10.0,13.7
2298.0,3482.0,40788.0,3.5,7.8,9.4,15.6
2705.0,1540.0,31358.0,-14.7,10.2,11.0,8.6
2423.0,9195.0,47151.0,12.4,11.8,9.4,18.0
1213.0,1921.0,38734.0,-11.6,10.1,9.0,13.1
3800.0,5216.0,34508.0,-3.2,12.3,13.7,11.5
622.0,1888.0,42771.0,10.1,10.4,15.2,12.3
3492.0,4272.0,33490.0,-0.4,11.8,10.8,11.1
3570.0,8821.0,55626.0,7.8,10.3,10.4,26.3
847.0,2668.0,39074.0,4.3,9.8,8.9,14.1
2658.0,6559.0,55347.0,8.3,11.0,10.5,20.8
1799.0,10340.0,43203.0,-4.6,12.3,9.5,9.4
39602.0,26901.0,40895.0,-17.7,15.0,10.0,26.2
21936.0,20907.0,51167.0,10.7,12.8,7.8,19.6
5253.0,12885.0,88570.0,25.4,9.7,7.2,51.1
1829.0,4622.0,45319.0,-1.9,10.8,10.1,16.9
18004.0,44646.0,65480.0,17.3,12.2,5.8,24.1
5083.0,5405.0,44330.0,-3.4,11.0,10.5,19.4
1977.0,11651.0,57637.0,17.5,10.0,11.0,23.7
903.0,6301.0,42908.0,-2.0,13.1,10.5,11.9
1239.0,7273.0,56901.0,-1.1,8.8,9.3,15.9
2863.0,11006.0,42470.0,7.7,13.4,11.7,12.2
1104.0,2436.0,36611.0,-6.3,7.3,10.4,12.4
2745.0,6516.0,44785.0,10.7,10.9,11.9,22.2
461.0,575.0,30483.0,18.2,12.6,11.3,9.1
1443.0,6287.0,41913.0,19.8,9.4,14.2,24.8
1597.0,1270.0,31662.0,2.7,10.9,12.6,11.7
48707.0,24441.0,41128.0,-2.1,14.4,10.0,21.3
23206.0,13463.0,56689.0,3.7,11.4,7.9,26.5
401.0,1472.0,43396.0,-9.2,9.6,6.4,12.9
2300.0,3305.0,36414.0,-4.0,12.0,12.0,14.2
1186.0,2343.0,34986.0,-10.5,10.0,15.5,14.4
9347.0,15636.0,43065.0,10.7,12.7,11.8,16.4
1835.0,7682.0,37920.0,9.3,12.6,14.3,22.1
1220.0,805.0,24945.0,18.3,6.7,11.1,11.2
5520.0,5275.0,35764.0,-11.0,12.4,12.2,18.6
2001.0,1196.0,36482.0,-15.3,7.0,12.2,12.0
545.0,349.0,30133.0,-9.2,8.6,17.8,7.0
1678.0,5092.0,35567.0,-4.5,10.2,9.5,13.2
1295.0,2062.0,31637.0,-4.3,9.7,12.2,11.2
1313.0,2449.0,32327.0,-31.9,7.9,8.7,8.4
2267.0,1872.0,34018.0,-16.4,12.0,12.6,12.3
7138.0,11225.0,40199.0,2.5,12.3,11.2,23.1
3892.0,8680.0,39982.0,-3.5,14.0,10.1,16.5
2338.0,6612.0,36765.0,-4.1,14.4,11.2,15.8
1206.0,5377.0,42439.0,24.9,8.1,15.5,26.2
860.0,1808.0,32100.0,-16.0,11.1,9.6,13.6
9597.0,15643.0,42955.0,2.1,13.1,10.4,18.5
1243.0,2094.0,31969.0,-5.5,14.7,13.9,12.5
1970.0,2034.0,38507.0,-7.6,11.5,15.6,9.4
1962.0,9849.0,47948.0,34.8,7.7,13.4,22.4
3471.0,7288.0,34039.0,1.7,12.2,13.3,13.7
4213.0,18938.0,40814.0,-0.4,11.0,12.0,15.9
8279.0,31093.0,55267.0,14.4,11.7,9.1,19.9
3436.0,8508.0,34643.0,8.4,14.1,12.8,13.9
1313.0,991.0,36789.0,2.4,9.7,17.3,13.4
4187.0,4138.0,35542.0,-18.5,11.0,11.9,14.0
2039.0,8147.0,42017.0,16.2,13.3,11.7,12.9
471.0,630.0,36329.0,-9.5,10.7,7.2,11.7
646.0,1421.0,29532.0,12.6,7.9,7.7,12.8
1672.0,9751.0,44980.0,16.0,9.3,9.7,21.4
7925.0,21514.0,46796.0,0.7,13.7,8.3,15.7
852.0,2096.0,33858.0,-4.1,10.3,13.4,11.4
1844.0,2569.0,33735.0,-6.8,10.6,13.7,12.6
1893.0,2332.0,47309.0,-3.4,10.6,13.7,10.6
2015.0,6144.0,40122.0,-1.2,11.7,9.9,10.4
41258.0,17500.0,54684.0,7.9,12.0,8.8,29.5
175634.0,90296.0,80012.0,-4.4,13.2,7.4,34.3
16456.0,7574.0,63164.0,2.8,12.1,7.9,29.5
33479.0,13445.0,69699.0,5.2,11.5,7.0,26.6
75676.0,93748.0,61571.0,22.0,11.6,6.8,37.8
415.0,1556.0,42310.0,14.8,7.9,10.0,19.1
10342.0,17180.0,48453.0,0.6,14.5,8.3,27.2
255.0,2203.0,45875.0,3.9,13.4,9.3,20.3
780.0,3101.0,45285.0,6.0,11.9,15.0,15.1
2924.0,10907.0,51586.0,-1.8,15.4,8.0,20.7
6416.0,3340.0,66210.0,11.1,9.9,5.2,38.2
777.0,2673.0,50123.0,18.8,6.7,8.0,27.2
5140.0,10220.0,48097.0,19.0,9.7,10.9,23.1
8930.0,26699.0,59293.0,11.0,17.5,7.5,30.1
933.0,3789.0,42725.0,29.0,13.0,9.1,19.0
160.0,914.0,41706.0,1.6,10.9,8.9,18.2
110.0,410.0,49153.0,8.4,9.3,6.5,19.5
16683.0,46755.0,48461.0,13.5,15.1,7.2,18.3
271.0,2275.0,55152.0,14.9,12.6,8.5,19.9
1036.0,5949.0,48983.0,-7.2,15.7,8.7,18.6
44.0,203.0,42050.0,-23.9,10.2,5.7,15.5
704.0,2852.0,43626.0,16.0,7.3,12.9,16.9
427.0,1777.0,45591.0,9.8,9.6,13.5,23.0
1814.0,5816.0,45003.0,1.6,17.2,7.7,16.4
385.0,3901.0,54427.0,18.9,15.1,6.2,18.1
651.0,4091.0,46465.0,3.8,13.7,9.3,20.9
1229.0,5980.0,42027.0,17.0,12.5,13.0,14.8
930.0,3743.0,46948.0,-8.3,14.2,8.9,15.2
1196.0,6441.0,42049.0,-1.2,9.7,12.4,20.2
976.0,8436.0,61156.0,15.4,17.0,6.5,22.6
2117.0,7347.0,48590.0,7.9,17.8,7.7,14.9
16264.0,44449.0,52019.0,21.3,12.0,8.8,24.9
8093.0,7255.0,43767.0,0.6,11.4,5.8,45.1
733.0,3011.0,39934.0,-0.6,11.0,13.9,21.1
270.0,1202.0,41092.0,16.7,11.0,12.0,17.3
360.0,1184.0,47754.0,-10.0,13.0,8.5,10.1
1201.0,8941.0,41199.0,0.8,27.8,3.2,36.4
1167.0,4887.0,48903.0,2.7,14.8,7.5,13.4
4828.0,10699.0,50030.0,4.6,12.2,12.7,21.9
184.0,1531.0,46596.0,10.3,11.9,9.6,15.5
591.0,3052.0,35866.0,2.3,12.2,7.6,11.2
892.0,4306.0,46595.0,2.2,12.6,10.1,14.2
699.0,1666.0,45933.0,-5.7,16.2,9.0,15.9
1384.0,3297.0,39285.0,1.4,12.4,15.8,11.6
2157.0,2161.0,60745.0,28.0,13.9,3.7,41.5
6844.0,21063.0,49415.0,13.2,14.5,9.4,20.6
1913.0,2906.0,58738.0,35.4,9.0,6.8,30.1
776.0,3283.0,41647.0,15.0,11.1,11.7,14.8
7633.0,22732.0,51130.0,-5.7,12.7,12.0,24.8
1262.0,1496.0,33344.0,-43.0,12.3,15.3,11.3
2066.0,4884.0,53631.0,-6.2,8.8,11.3,21.8
8952.0,12261.0,62081.0,-3.4,10.7,7.5,23.2
475.0,1776.0,51826.0,-20.6,8.8,6.3,13.7
6010.0,9264.0,53410.0,-1.3,10.6,12.2,19.7
739.0,1719.0,50952.0,1.4,9.5,9.3,13.6
2437.0,4428.0,50330.0,-0.7,9.9,12.4,18.1
1617.0,3216.0,47511.0,-15.8,14.0,12.5,14.6
49694.0,33235.0,51032.0,-1.8,11.4,6.2,44.4
3982.0,10522.0,49324.0,-4.8,10.5,13.0,16.6
1873.0,5620.0,49937.0,0.9,11.5,12.9,17.6
1014.0,5009.0,43478.0,-4.4,12.1,14.1,15.2
3939.0,12394.0,61013.0,-4.5,11.5,8.7,22.5
7285.0,12985.0,42066.0,-7.7,10.2,10.1,25.6
1528582.0,440213.0,60025.0,-8.9,12.9,7.7,38.0
1969.0,6146.0,46374.0,-5.2,11.3,12.4,16.6
1028.0,4200.0,49733.0,-0.5,11.4,10.0,15.8
20348.0,19051.0,59586.0,-6.0,11.0,6.7,31.4
1907.0,5072.0,54926.0,-2.0,11.3,12.2,21.3
1946.0,5695.0,55891.0,-9.9,13.8,9.5,19.0
222499.0,164355.0,84999.0,-7.5,11.6,6.7,48.8
1778.0,5634.0,47062.0,-0.6,10.1,14.4,16.7
432.0,2777.0,48884.0,1.8,11.8,9.8,13.9
3071.0,13613.0,51809.0,-3.7,13.5,10.5,22.5
1814.0,7363.0,46290.0,-22.2,11.6,11.0,11.7
1410.0,4474.0,51861.0,-9.9,11.1,14.6,20.2
4711.0,13101.0,40246.0,-6.6,12.2,13.1,15.9
6118.0,8482.0,49503.0,-2.7,9.7,14.0,17.6
656.0,1942.0,39634.0,-10.6,10.8,12.5,9.9
1202.0,4139.0,44378.0,-13.1,10.1,14.0,12.4
8021.0,13417.0,71969.0,-5.5,12.1,7.7,23.6
800.0,3205.0,47855.0,-6.1,11.3,12.8,18.3
1744.0,5713.0,51721.0,-0.2,10.9,11.4,21.3
419.0,1650.0,39143.0,-11.4,8.7,16.1,11.2
1151.0,2153.0,47792.0,-13.1,9.1,12.0,15.4
8835.0,13962.0,55287.0,-3.0,11.3,10.9,22.6
2496.0,9728.0,47589.0,-9.5,11.2,14.2,15.4
11619.0,10889.0,34982.0,-12.7,11.9,7.3,36.0
924.0,3973.0,51120.0,-6.0,11.9,11.2,17.5
4408.0,11681.0,45746.0,-3.2,13.1,11.0,17.4
2673.0,7737.0,57243.0,-12.4,9.1,11.1,20.5
4452.0,6113.0,54169.0,-7.7,8.0,10.9,23.8
1135.0,4644.0,48359.0,-25.0,8.6,9.3,16.5
99389.0,82087.0,73684.0,-2.6,12.6,6.0,33.1
18908.0,25081.0,54624.0,-7.8,12.0,10.4,21.0
23392.0,24152.0,91952.0,5.0,13.0,4.6,35.4
9939.0,10658.0,43277.0,-6.0,11.1,13.6,18.5
168186.0,108608.0,83344.0,-5.1,10.9,6.3,45.0
19277.0,26269.0,56543.0,-6.9,11.5,12.0,17.9
1288.0,4517.0,44774.0,-13.1,9.7,14.4,13.5
5499.0,8597.0,55563.0,-0.1,9.7,10.5,17.7
4005.0,10197.0,54339.0,-13.2,11.0,11.7,15.7
3301.0,8167.0,53052.0,-2.4,10.3,11.9,20.4
5278.0,6789.0,44460.0,-15.8,8.7,10.8,32.4
59827.0,71117.0,81570.0,-4.8,10.3,6.7,33.7
35918.0,37081.0,64271.0,-5.4,12.0,6.7,44.8
18211.0,26782.0,47786.0,-9.9,12.6,11.5,22.5
6532.0,14194.0,52483.0,-1.6,10.0,12.4,19.4
50336.0,70295.0,56297.0,-2.2,11.6,10.5,25.8
4231.0,11677.0,45698.0,-7.4,13.1,13.8,15.0
1784.0,3776.0,54807.0,-0.7,11.0,14.0,16.8
2008.0,4051.0,46962.0,-8.9,10.0,14.7,15.4
1555.0,4844.0,42833.0,-4.9,11.2,15.0,13.2
1808.0,4230.0,62966.0,3.6,9.8,9.9,23.1
3061.0,4800.0,56661.0,-5.4,8.7,12.5,17.8
5522.0,12614.0,83139.0,2.9,10.5,8.3,32.5
3490.0,8616.0,46997.0,-2.2,10.5,12.7,15.6
4693.0,9060.0,48600.0,0.0,10.0,11.4,19.9
1476.0,4453.0,57447.0,-9.2,12.9,13.0,19.5
8025.0,14344.0,58812.0,-9.2,10.6,9.5,20.0
37436.0,35299.0,52380.0,-11.9,14.1,9.9,30.4
2433.0,6816.0,48423.0,-5.2,10.3,10.9,11.7
2633.0,5623.0,65797.0,9.2,11.1,9.6,27.9
1412.0,5749.0,41671.0,-1.6,11.8,13.6,15.1
374.0,1678.0,42917.0,-18.4,5.9,13.0,13.4
817.0,1583.0,35875.0,-6.2,12.1,15.1,12.3
1143.0,1762.0,65902.0,-0.5,8.6,10.5,14.6
3421.0,9992.0,50681.0,-10.4,10.2,11.8,12.8
1579.0,5736.0,46497.0,-6.7,12.7,14.2,21.3
32258.0,26969.0,50952.0,-9.3,12.9,10.8,23.2
60180.0,53479.0,50598.0,-9.5,12.7,9.7,27.3
2551.0,8248.0,40690.0,-9.4,13.8,15.2,17.8
40731.0,49823.0,55090.0,-6.1,11.5,9.8,34.2
1074.0,2523.0,49566.0,-13.3,8.6,12.3,18.2
528.0,1965.0,52386.0,-12.6,10.4,10.2,15.0
2279.0,8209.0,51069.0,-4.3,11.7,11.2,16.9
748.0,1777.0,56414.0,5.6,11.8,16.5,17.5
7531.0,10845.0,45863.0,-2.6,10.8,11.9,19.3
20568.0,38620.0,60590.0,-4.0,11.4,10.4,26.4
2389.0,5780.0,45476.0,-9.8,11.0,11.6,22.8
9876.0,18582.0,45247.0,-9.6,13.3,12.3,15.1
1146.0,4039.0,50195.0,-8.5,13.1,11.9,17.2
2983.0,4267.0,48346.0,-11.6,13.2,10.9,23.0
1446.0,5566.0,58587.0,-5.9,11.9,12.0,20.6
1048.0,6963.0,45583.0,-0.9,13.3,10.6,14.6
1412.0,5639.0,44874.0,-4.4,11.2,15.8,15.2
11005.0,12597.0,51567.0,-7.4,11.2,11.6,18.5
146230.0,129726.0,81640.0,-1.4,11.4,6.3,34.0
8539.0,21503.0,48112.0,-0.1,12.2,11.4,22.6
52595.0,53922.0,50296.0,-6.7,12.8,10.1,22.6
5068.0,13180.0,73055.0,-1.7,10.9,9.6,31.6
2802.0,9642.0,51517.0,-3.4,19.1,9.0,15.3
55222.0,83801.0,51329.0,0.7,14.1,8.7,28.2
9841.0,20637.0,59765.0,5.9,13.3,9.0,32.3
860.0,2579.0,47218.0,-7.0,12.7,9.7,16.9
1243.0,3349.0,42588.0,-8.0,10.5,13.3,13.6
10181.0,19654.0,80634.0,13.8,12.5,8.3,48.3
2518.0,5015.0,56323.0,4.5,7.8,12.0,27.4
1891.0,6273.0,55708.0,2.5,10.3,8.8,17.2
3758.0,9697.0,46287.0,-6.8,12.9,10.4,13.9
18791.0,30012.0,51837.0,4.9,12.8,11.0,20.9
2306.0,8528.0,50185.0,-8.6,12.5,11.1,16.8
2819.0,8530.0,53862.0,-7.7,14.1,12.0,16.6
1323.0,3013.0,46210.0,2.9,10.4,11.0,11.4
1800.0,8545.0,49237.0,-1.2,16.0,9.8,13.8
4883.0,18110.0,63876.0,-1.0,10.5,9.8,21.6
2121.0,8488.0,51999.0,5.8,13.8,11.0,19.6
3941.0,12054.0,52599.0,0.6,12.6,9.6,17.7
18100.0,24217.0,41404.0,-0.4,10.2,10.5,24.3
5389.0,13365.0,62852.0,-1.5,13.5,9.4,22.2
20667.0,41810.0,54582.0,-4.1,15.5,8.3,19.2
2252.0,6839.0,44673.0,-2.4,10.0,13.4,11.6
13939.0,21427.0,58703.0,0.2,11.9,9.5,29.5
1476.0,5661.0,43571.0,-3.4,11.0,12.5,15.0
1967.0,8665.0,57674.0,-8.2,10.6,8.9,19.8
1960.0,6010.0,46662.0,-11.0,12.3,12.3,14.4
3720.0,11079.0,54690.0,-2.5,11.9,11.1,17.4
7029.0,17009.0,40177.0,-10.7,10.8,12.1,17.1
2929.0,10275.0,46019.0,-4.5,10.3,11.5,14.8
57214.0,87299.0,92406.0,16.6,12.4,5.0,57.8
8901.0,25050.0,70655.0,16.7,11.0,9.5,30.3
4776.0,12993.0,57573.0,2.2,11.6,10.1,17.4
22595.0,48326.0,78464.0,12.4,11.1,7.0,36.3
5124.0,13895.0,45356.0,-4.0,9.8,12.2,16.6
11215.0,23675.0,49204.0,0.1,12.0,12.3,21.2
3506.0,11649.0,50138.0,-5.1,11.7,12.8,19.0
3843.0,12857.0,51871.0,-1.1,13.7,9.9,15.5
3329.0,9382.0,56034.0,-4.3,11.6,9.4,14.9
1889.0,5697.0,46949.0,-8.8,14.2,10.8,10.6
4325.0,8538.0,51534.0,-2.3,11.8,11.6,17.9
2364.0,8222.0,50425.0,-7.8,11.3,10.3,11.1
17318.0,45456.0,67215.0,13.6,12.5,8.9,31.8
3772.0,11077.0,43897.0,-11.1,11.7,12.2,16.4
6311.0,23909.0,56010.0,-1.5,13.0,9.1,22.7
2080.0,7025.0,60402.0,-0.3,19.2,6.1,10.4
116896.0,75565.0,53600.0,-5.5,11.9,9.8,22.1
19795.0,22678.0,52763.0,-6.7,12.0,10.7,17.9
4210.0,14034.0,47997.0,1.0,10.9,11.4,15.5
18595.0,32376.0,45853.0,-0.8,11.7,11.5,18.0
212676.0,130228.0,45300.0,-1.7,15.2,8.5,30.4
4798.0,12286.0,53767.0,-5.5,12.8,10.4,20.5
881.0,3695.0,51008.0,-4.8,12.2,9.9,13.4
2766.0,9975.0,47650.0,1.9,9.9,10.7,12.7
34183.0,20527.0,44442.0,8.2,9.2,6.8,45.6
3362.0,11051.0,51527.0,-1.8,12.2,10.2,18.1
6037.0,23671.0,60482.0,-0.8,11.4,9.7,16.9
1403.0,4074.0,51183.0,0.6,11.4,10.9,11.2
3904.0,12198.0,52318.0,-6.1,13.1,9.1,14.3
686.0,2118.0,54422.0,3.2,8.8,11.4,13.7
2048.0,5800.0,41077.0,-8.0,12.2,12.4,12.3
1946.0,6151.0,46069.0,4.6,10.6,11.7,12.6
1441.0,4863.0,47599.0,-5.1,12.8,9.6,12.2
3062.0,4556.0,48905.0,-17.9,11.5,11.0,14.9
1297.0,4398.0,49578.0,1.1,11.4,13.7,13.7
33531.0,38719.0,67302.0,-1.1,10.3,8.3,28.2
3515.0,8393.0,61619.0,-0.2,10.7,9.5,20.7
1327.0,3854.0,47243.0,-14.3,10.5,12.0,12.5
3356.0,10637.0,50896.0,-6.5,10.1,9.8,16.1
2446.0,7515.0,46750.0,-2.1,11.9,10.7,14.3
2471.0,9806.0,55129.0,-0.7,11.8,10.3,18.1
1525.0,5292.0,50412.0,-4.4,11.8,11.3,13.0
52247.0,52019.0,48960.0,1.3,13.1,9.6,29.2
2642.0,6074.0,47738.0,1.8,12.4,12.4,11.9
4247.0,12718.0,53019.0,-3.7,11.2,9.9,19.4
2861.0,6572.0,58217.0,-5.8,9.4,10.7,14.9
2489.0,6367.0,46602.0,6.5,11.8,11.4,10.8
3741.0,10127.0,54071.0,-6.4,12.1,9.6,20.6
2113.0,6138.0,46706.0,-6.1,9.8,11.4,10.8
930.0,2558.0,45337.0,-0.5,11.9,9.0,9.9
27207.0,30711.0,51385.0,13.3,12.6,6.2,37.7
1587.0,5589.0,60756.0,-4.0,10.1,11.6,23.0
715.0,2445.0,46862.0,-5.7,9.5,10.1,16.9
28296.0,40422.0,46750.0,-2.4,12.4,10.7,26.3
2081.0,4511.0,51425.0,4.0,10.4,14.8,13.4
15922.0,21924.0,43560.0,1.3,11.9,10.7,24.5
3018.0,9819.0,51561.0,-8.6,10.9,13.4,18.4
839.0,2896.0,55466.0,-11.8,9.7,10.8,18.9
9086.0,19133.0,65809.0,6.9,10.7,9.0,29.6
2636.0,8206.0,48939.0,-0.4,11.7,12.9,13.2
8322.0,16028.0,42983.0,-3.8,11.5,12.9,18.2
2585.0,9999.0,56054.0,-2.3,12.7,10.1,18.1
2563.0,6813.0,47439.0,-9.1,12.5,11.8,16.8
3379.0,11357.0,54873.0,-2.1,12.0,8.7,20.9
1127.0,2456.0,53416.0,-14.1,10.2,16.3,15.4
565.0,1393.0,46939.0,-12.6,9.4,13.4,17.7
2409.0,4072.0,49439.0,-1.4,13.9,12.9,18.5
1813.0,4031.0,39124.0,-4.1,12.4,13.6,17.1
1079.0,2135.0,49560.0,-11.5,11.3,14.5,14.6
4672.0,8226.0,63069.0,-1.5,11.9,9.1,22.6
32006.0,27382.0,50887.0,-8.7,13.0,8.8,28.6
5517.0,7458.0,60421.0,-0.2,11.2,12.0,24.8
5349.0,7199.0,65733.0,-2.4,11.0,8.6,30.3
3966.0,5504.0,57228.0,-8.7,13.8,9.6,20.6
2851.0,4895.0,52344.0,-8.6,14.9,9.2,19.6
2163.0,4918.0,54970.0,-9.5,9.5,12.1,17.5
1396.0,3466.0,50767.0,3.8,11.4,14.3,19.5
3305.0,6627.0,56292.0,-3.0,13.0,12.0,22.2
1946.0,4755.0,47897.0,-9.5,10.3,14.8,19.6
3578.0,5275.0,63672.0,5.9,10.1,10.3,23.0
9840.0,11583.0,53109.0,4.6,10.6,12.7,22.7
1676.0,4188.0,53534.0,-3.8,11.5,15.0,21.4
2264.0,3739.0,49197.0,-4.6,11.0,10.7,16.9
1463.0,2706.0,47753.0,3.0,13.3,12.0,16.9
2246.0,5870.0,53549.0,-11.4,11.2,12.1,22.6
3236.0,5309.0,53809.0,-3.3,10.1,10.7,17.2
10079.0,11249.0,49850.0,-7.1,12.5,12.2,19.1
1985.0,4608.0,51473.0,-2.7,13.7,9.6,12.8
15662.0,19288.0,82123.0,34.0,15.4,5.5,49.4
976.0,2721.0,49636.0,7.5,17.1,12.3,20.5
1201.0,2296.0,36808.0,-11.7,11.7,10.9,23.5
2956.0,5688.0,56747.0,-8.4,12.1,9.9,16.6
8178.0,9479.0,48991.0,-7.1,11.7,11.5,20.5
3051.0,6743.0,58019.0,7.7,9.7,11.1,31.3
22774.0,23384.0,59403.0,-4.8,12.7,8.9,30.5
1356.0,3121.0,48035.0,-12.4,11.2,12.0,20.2
3666.0,5591.0,52192.0,-12.1,10.8,13.2,19.8
3177.0,4371.0,49771.0,-4.7,12.5,11.1,19.9
1490.0,3153.0,52860.0,-12.8,12.1,13.4,17.7
959.0,2401.0,53861.0,7.1,12.0,13.4,19.3
1688.0,2819.0,48769.0,7.8,12.3,13.7,20.1
1847.0,4516.0,64146.0,-8.7,10.0,10.9,28.0
1720.0,3603.0,55531.0,0.4,10.1,10.9,19.8
2715.0,4450.0,58920.0,-10.9,12.7,10.5,24.3
1582.0,3972.0,57222.0,-13.1,10.6,10.5,23.1
2774.0,5231.0,50616.0,-2.4,11.1,13.4,19.8
2123.0,4892.0,55325.0,-5.0,11.7,13.2,18.8
2897.0,5764.0,50684.0,-1.7,11.9,10.9,20.1
1674.0,2611.0,49916.0,-6.7,12.5,12.3,14.9
1251.0,3564.0,54315.0,-1.6,11.5,13.0,20.8
792.0,2655.0,53300.0,0.4,12.1,13.5,19.0
3070.0,5193.0,57771.0,-5.2,11.3,11.8,19.1
3837.0,5821.0,49769.0,0.2,11.5,10.4,18.8
7108.0,10556.0,53829.0,-2.8,11.3,9.4,17.9
3702.0,3738.0,46617.0,8.5,8.7,8.9,31.6
49942.0,20993.0,58904.0,5.7,12.6,5.1,53.0
3779.0,5718.0,55210.0,-0.8,10.3,10.4,18.4
1265.0,3385.0,49898.0,-1.0,11.6,11.0,18.2
2529.0,5637.0,55129.0,-2.7,11.4,11.9,18.3
6195.0,8762.0,49654.0,-12.0,12.1,12.6,15.7
58481.0,48183.0,64625.0,3.7,12.8,8.0,33.0
1643.0,3060.0,52271.0,-10.0,12.9,8.9,14.2
1236.0,2873.0,55871.0,-2.9,11.2,14.6,17.0
917.0,5188.0,62496.0,-3.9,15.0,8.5,21.4
2666.0,5336.0,64776.0,5.0,11.4,10.5,23.9
2606.0,7404.0,51839.0,-8.0,12.9,11.0,22.3
5469.0,10940.0,61098.0,-0.5,11.4,9.9,26.4
7623.0,9125.0,53645.0,-7.1,12.8,11.7,19.0
2080.0,5050.0,75550.0,8.5,10.2,8.0,23.7
1879.0,3180.0,55129.0,-2.0,10.5,11.5,17.7
1244.0,3115.0,47371.0,-1.6,10.8,17.8,16.7
1053.0,2635.0,49402.0,-9.4,11.3,13.6,16.6
1312.0,3431.0,47197.0,-1.2,12.0,13.0,17.5
8284.0,9549.0,57583.0,-5.0,12.4,9.6,22.0
1314.0,5735.0,50607.0,1.9,13.1,14.3,19.9
552.0,2528.0,55375.0,-10.6,12.4,12.1,18.1
1801.0,4875.0,49507.0,-5.9,10.6,12.7,21.3
1395.0,3079.0,50642.0,-10.0,12.2,14.2,25.0
2878.0,9659.0,66070.0,9.0,11.6,8.9,21.0
962.0,2692.0,51260.0,-14.0,11.7,14.3,14.7
119671.0,93421.0,64169.0,7.3,14.8,7.2,36.1
15341.0,24441.0,55442.0,-3.3,12.5,9.4,21.2
4272.0,4936.0,52408.0,-2.1,9.3,11.0,25.1
753.0,1820.0,47638.0,5.6,12.4,16.1,20.6
1269.0,3692.0,54660.0,-12.8,11.2,14.0,20.6
40302.0,39083.0,56208.0,-2.6,12.9,8.6,31.9
1649.0,4340.0,59121.0,-7.9,9.9,13.3,20.8
2289.0,14761.0,66605.0,-0.7,13.9,7.7,28.1
25085.0,19111.0,55561.0,-1.4,9.3,5.5,51.1
3194.0,4968.0,50468.0,-2.3,12.6,11.7,16.1
755.0,2108.0,50695.0,-4.0,12.3,10.9,14.9
1920.0,3521.0,47422.0,-3.1,10.4,12.7,17.2
843.0,2524.0,44875.0,-6.3,11.7,13.1,14.1
5591.0,8710.0,41312.0,-6.0,12.6,11.5,18.0
10371.0,14773.0,74031.0,14.7,11.4,8.0,31.7
3938.0,6170.0,57315.0,-3.9,13.7,10.2,21.5
719.0,2069.0,41118.0,12.0,14.5,12.8,13.0
6293.0,10049.0,48013.0,-8.2,12.0,11.9,19.6
1920.0,3437.0,52953.0,3.0,10.5,13.6,22.4
5238.0,5332.0,62115.0,-16.6,8.6,7.8,29.7
16102.0,24627.0,51877.0,-4.9,14.8,8.9,23.0
1523.0,2443.0,54628.0,-2.9,11.5,12.8,15.5
1890.0,3790.0,47815.0,-1.8,13.0,11.8,17.7
1398.0,3575.0,41950.0,-0.4,11.2,12.9,20.4
665.0,2386.0,49215.0,0.4,12.4,13.1,17.5
1946.0,3977.0,49826.0,-2.9,12.4,12.2,21.9
281.0,1822.0,47540.0,-31.2,12.2,12.8,18.3
1823.0,7766.0,47194.0,-12.4,12.8,10.7,18.4
1306.0,4314.0,44424.0,-7.2,14.0,13.5,20.6
850.0,2861.0,43960.0,-10.2,13.0,9.7,21.8
6489.0,18781.0,60836.0,4.1,11.3,9.6,29.0
